affy_id	gene
A.214931_s_at	SRPK2
A.214932_at	KIDINS220
A.214933_at	CACNA1A
A.214934_at	ATP9B
A.214935_at	IL4I1
A.214936_at	LRCH1
A.214937_x_at	PCM1
A.214938_x_at	HMGB1
A.214939_x_at	MLLT4
A.214940_s_at	SMG6
A.214941_s_at	PRPF40A
A.214942_at	RBM34
A.214943_s_at	RBM34
A.214944_at	PHLPPL
A.214945_at	LOC202134
A.214946_x_at	FAM21B
A.214947_at	--
A.214948_s_at	TMF1
A.214949_at	--
A.214950_at	IL9R
A.214951_at	SLC26A10
A.214952_at	NCAM1
A.214953_s_at	APP
A.214954_at	SUSD5
A.214955_at	TMPRSS6
A.214956_at	AAK1
A.214957_at	ACTL8
A.214958_s_at	TMC6
A.214959_s_at	API5
A.214960_at	API5
A.214961_at	KIAA0774
A.214962_s_at	NUP160
A.214963_at	NUP160
A.214964_at	--
A.214965_at	SPATA2L
A.214966_at	GRIK5
A.214967_at	--
A.214968_at	DDX51
A.214969_at	MAP3K9
A.214970_s_at	ST6GAL1
A.214971_s_at	ST6GAL1
A.214972_at	MGEA5
A.214973_x_at	IGHD
A.214974_x_at	CXCL5
A.214975_s_at	MTMR1
A.214976_at	LOC388344
A.214977_at	--
A.214978_s_at	PPFIA4
A.214979_at	ABCC3
A.214980_at	UBE3A
A.214981_at	--
A.214982_at	ASCC3L1
A.214983_at	TTTY15
A.214984_at	DKFZp547E087
A.214985_at	--
A.214986_x_at	PPIL2
A.214987_at	--
A.214988_s_at	SON
A.214989_x_at	--
A.214990_at	--
A.214991_s_at	PIGO
A.214992_s_at	DNASE2
A.214993_at	ASPHD1
A.214994_at	APOBEC3F
A.214995_s_at	APOBEC3F
A.214996_at	--
A.214997_at	GOLGA1
A.214998_at	AAK1
A.214999_s_at	RAB11FIP3
A.215000_s_at	FEZ2
A.215001_s_at	GLUL
A.215002_at	LOC23117
A.215003_at	DGCR9
A.215004_s_at	SF4
A.215005_at	EFCBP2
A.215006_at	--
A.215008_at	TLL2
A.215009_s_at	SEC31A
A.215010_s_at	BRSK2
A.215011_at	SNHG3
A.215012_at	ZNF451
A.215013_s_at	USP34
A.215014_at	--
A.215015_at	CCDC64
A.215016_x_at	DST
A.215017_s_at	FNBP1L
A.215018_at	KIAA1731
A.215019_x_at	ZNF528
A.215020_at	NRXN3
A.215021_s_at	NRXN3
A.215022_x_at	ZNF33B
A.215023_s_at	PEX1
A.215024_at	ASNS
A.215025_at	NTRK3
A.215026_x_at	SCNN1A
A.215027_at	HSU79275
A.215028_at	SEMA6A
A.215029_at	--
A.215030_at	GRSF1
A.215031_x_at	RNF126
A.215032_at	RREB1
A.215033_at	TM4SF1
A.215034_s_at	TM4SF1
A.215035_at	IGLV6-57
A.215036_at	IGL@
A.215037_s_at	BCL2L1
A.215038_s_at	SETD2
A.215039_at	LOC339524
A.215040_at	RNASEH2B
A.215041_s_at	DOCK9
A.215042_at	BMP6
A.215043_s_at	SMA3
A.215044_s_at	STAM2
A.215045_at	TNRC4
A.215046_at	FLJ23861
A.215047_at	TRIM58
A.215048_at	SUHW2
A.215049_x_at	CD163
A.215050_x_at	MAPKAPK2
A.215051_x_at	AIF1
A.215052_at	FRMPD4
A.215053_at	SRCAP
A.215054_at	EPOR
A.215055_at	B3GNTL1
A.215056_at	--
A.215057_at	FLJ44451
A.215058_at	MGC24039
A.215059_at	C4orf31
A.215060_at	--
A.215061_at	LOC399818
A.215062_at	--
A.215063_x_at	LRRC40
A.215064_at	SC5DL
A.215065_at	PHF8
A.215066_at	PTPRF
A.215067_x_at	PRDX2
A.215068_s_at	FBXL18
A.215069_at	NMT2
A.215070_x_at	RABGAP1
A.215071_s_at	HIST1H2AC
A.215072_x_at	C10orf137
A.215073_s_at	NR2F2
A.215074_at	MYO1B
A.215075_s_at	GRB2
A.215076_s_at	COL3A1
A.215077_at	--
A.215078_at	SOD2
A.215079_at	--
A.215080_s_at	CENTG1
A.215081_at	KIAA1024
A.215082_at	ELOVL5
A.215083_at	--
A.215084_s_at	LRRC42
A.215085_x_at	DLEC1
A.215086_at	IBTK
A.215087_at	C15orf39
A.215088_s_at	SDHC
A.215089_s_at	RBM10
A.215090_x_at	LOC440434
A.215091_s_at	GTF3A
A.215092_s_at	NFAT5
A.215093_at	NSDHL
A.215094_at	CCDC52
A.215095_at	ESD
A.215096_s_at	ESD
A.215097_at	CAPZB
A.215098_at	RXRB
A.215099_s_at	RXRB
A.215100_at	C6orf105
A.215101_s_at	CXCL5
A.215102_at	DPY19L1P1
A.215103_at	CYP2C18
A.215104_at	NRIP2
A.215105_at	CG030
A.215106_at	TTC22
A.215107_s_at	TTC22
A.215108_x_at	TOX3
A.215109_at	KIAA0492
A.215110_at	MBL1P1
A.215111_s_at	TSC22D1
A.215112_x_at	MCF2L2
A.215113_s_at	SENP3
A.215114_at	SENP3
A.215115_x_at	NTRK3
A.215116_s_at	DNM1
A.215117_at	RAG2
A.215118_s_at	IGHA1
A.215119_at	MYO16
A.215120_s_at	SAMD4A
A.215121_x_at	IGL@
A.215122_at	TBX6
A.215123_at	LOC23117
A.215124_at	ZNF550
A.215125_s_at	UGT1A1
A.215126_at	--
A.215127_s_at	RBMS1
A.215128_at	--
A.215129_at	PIK3C2G
A.215130_s_at	IQCK
A.215131_at	IQCK
A.215132_at	--
A.215133_s_at	LOC202134
A.215134_at	PI4KII
A.215135_at	DNPEP
A.215136_s_at	EXOSC8
A.215137_at	KIAA0508
A.215138_s_at	KIAA1026
A.215139_at	ARHGEF10
A.215140_at	--
A.215141_at	C4orf10
A.215142_at	CXorf27
A.215143_at	DPY19L2P2
A.215144_at	--
A.215145_s_at	CNTNAP2
A.215146_s_at	TTC28
A.215147_at	--
A.215148_s_at	APBA3
A.215149_at	--
A.215150_at	YOD1
A.215151_at	DOCK10
A.215152_at	MYB
A.215153_at	NOS1AP
A.215154_at	ULK2
A.215155_at	HEXA
A.215156_at	WDR61
A.215157_x_at	PABPC1
A.215158_s_at	DEDD
A.215159_s_at	NADK
A.215160_x_at	LOC642236
A.215161_at	CAMK1G
A.215162_at	GARNL1
A.215163_at	--
A.215164_at	--
A.215165_x_at	UMPS
A.215166_at	IGSF9B
A.215167_at	CRSP2
A.215168_at	TIMM17A
A.215169_at	SLC35E2
A.215170_s_at	CEP152
A.215171_s_at	TIMM17A
A.215172_at	PTPN20A
A.215173_at	LRRC50
A.215174_at	FMO6P
A.215175_at	PCNX
A.215176_x_at	HLA-C
A.215177_s_at	ITGA6
A.215178_x_at	ASAHL
A.215179_x_at	PGF
A.215180_at	--
A.215181_at	CDH22
A.215182_x_at	--
A.215183_at	--
A.215184_at	DAPK2
A.215185_at	--
A.215186_at	KIAA0984
A.215187_at	FLJ11292
A.215188_at	STK24
A.215189_at	KRT86
A.215190_at	PCID1
A.215191_at	--
A.215192_at	PMS2L4
A.215193_x_at	HLA-DRB1
A.215194_at	PRKCA
A.215195_at	PRKCA
A.215196_at	--
A.215197_at	--
A.215198_s_at	CALD1
A.215199_at	CALD1
A.215200_x_at	--
A.215201_at	REPS1
A.215202_at	LOC91316
A.215203_at	GOLGA4
A.215204_at	--
A.215205_x_at	NCOR2
A.215206_at	--
A.215207_x_at	LOC646208
A.215208_x_at	RPL35A
A.215209_at	SEC24D
A.215210_s_at	DLST
A.215211_at	LOC730092
A.215212_at	--
A.215213_at	NUP54
A.215214_at	IGL@
A.215215_s_at	LOC81691
A.215216_at	VPS16
A.215217_at	--
A.215218_s_at	WDR62
A.215219_at	DOPEY2
A.215220_s_at	TPR
A.215221_at	--
A.215222_x_at	MACF1
A.215223_s_at	SOD2
A.215224_at	RPL23
A.215225_s_at	GPR17
A.215226_at	EXPH5
A.215227_x_at	ACP1
A.215228_at	NHLH2
A.215229_at	--
A.215230_x_at	EIF3S8
A.215231_at	PRKAG2
A.215232_at	KIAA0672
A.215233_at	JMJD6
A.215234_at	--
A.215235_at	SPTAN1
A.215236_s_at	PICALM
A.215237_at	DOCK9
A.215238_s_at	DOCK9
A.215239_x_at	ZNF273
A.215240_at	ITGB3
A.215241_at	TMEM16C
A.215242_at	PIGC
A.215243_s_at	GJB3
A.215244_at	DGCR5
A.215245_x_at	FMR1
A.215246_at	LARP7
A.215247_at	LOC440895
A.215248_at	GRB10
A.215249_at	RPL35A
A.215250_at	TMEM111
A.215251_at	--
A.215252_at	--
A.215253_s_at	DSCR1
A.215254_at	DSCR1
A.215255_at	IGSF9B
A.215256_x_at	SNX26
A.215257_at	ERGIC3
A.215258_at	CADM4
A.215259_s_at	CADM4
A.215260_s_at	TCF3
A.215261_at	--
A.215262_at	--
A.215263_at	ZXDA
A.215264_at	EMX1
A.215265_at	EMX1
A.215266_at	DNAH3
A.215267_s_at	SLC8A2
A.215268_at	KIAA0754
A.215269_at	TMEM1
A.215270_at	LFNG
A.215271_at	TNN
A.215272_at	--
A.215273_s_at	TADA3L
A.215274_at	SLC12A3
A.215275_at	TRAF3IP3
A.215276_at	WFDC8
A.215277_at	PCDH1
A.215278_at	--
A.215279_at	--
A.215280_s_at	PPFIA3
A.215281_x_at	POGZ
A.215282_at	ANAPC13
A.215283_at	LOC400642
A.215284_at	--
A.215285_s_at	PHTF1
A.215286_s_at	PHTF2
A.215287_at	--
A.215288_at	LOC650465
A.215289_at	ZNF749
A.215290_at	--
A.215291_at	MKL1
A.215292_s_at	MKL1
A.215293_s_at	FRAG1
A.215294_s_at	SMARCA1
A.215295_at	DTNB
A.215296_at	CDC42BPA
A.215297_at	LOC441204
A.215298_at	--
A.215299_x_at	SULT1A1
A.215300_s_at	FMO5
A.215301_at	--
A.215302_at	LOC257152
A.215303_at	--
A.215304_at	--
A.215305_at	PDGFRA
A.215306_at	--
A.215307_at	ZNF529
A.215308_at	XRCC6
A.215309_at	ZNF674
A.215310_at	APC
A.215311_at	--
A.215312_at	LOC644776
A.215313_x_at	HLA-A
A.215314_at	--
A.215315_at	ZNF549
A.215316_at	--
A.215317_at	--
A.215318_at	CG012
A.215319_at	ATP8B3
A.215320_at	LOC645961
A.215321_at	RPIB9
A.215322_at	--
A.215323_at	LUZP2
A.215324_at	SEMA3D
A.215325_x_at	C19orf26
A.215326_at	PAK4
A.215327_at	--
A.215328_at	KIAA0953
A.215329_s_at	CDC2L1
A.215330_at	--
A.215331_at	MYH15
A.215332_s_at	CD8B
A.215333_x_at	GSTM1
A.215334_at	KIAA0953
A.215335_at	--
A.215336_at	AKAP11
A.215337_at	THRAP4
A.215338_s_at	NKTR
A.215339_at	NKTR
A.215340_at	ADCY1
A.215341_at	LOC200383
A.215342_s_at	RABGAP1L
A.215343_at	CCDC88C
A.215344_at	--
A.215345_x_at	TRGV7
A.215346_at	CD40
A.215347_at	--
A.215348_at	ADCY1
A.215349_at	hCG_1730474
A.215350_at	SYNE1
A.215351_at	RTCD1
A.215352_at	GIMAP5
A.215353_at	GIMAP5
A.215354_s_at	PELP1
A.215355_at	POU2F3
A.215356_at	ECAT8
A.215357_s_at	POLDIP3
A.215358_x_at	ZNF37B
A.215359_x_at	ZNF44
A.215360_at	--
A.215361_at	--
A.215362_at	--
A.215363_x_at	FOLH1
A.215364_s_at	KIAA0467
A.215365_at	CACNB2
A.215366_at	SNX13
A.215367_at	KIAA1614
A.215368_at	NEB
A.215369_at	--
A.215370_at	LOC729690
A.215371_at	CRSP8
A.215372_x_at	--
A.215373_x_at	FLJ12151
A.215374_at	PAPOLA
A.215375_x_at	LRRFIP1
A.215376_at	--
A.215377_at	CTBP2
A.215378_at	--
A.215379_x_at	IGL@
A.215380_s_at	C7orf24
A.215381_at	FRAP1
A.215382_x_at	TPSAB1
A.215383_x_at	SPG21
A.215384_s_at	MAP1A
A.215385_at	--
A.215386_at	--
A.215387_x_at	--
A.215388_s_at	CFH
A.215389_s_at	TNNT2
A.215390_at	--
A.215391_at	MAP1A
A.215392_at	--
A.215393_s_at	COBLL1
A.215394_at	PIK3C3
A.215395_x_at	TRY6
A.215396_at	GPR98
A.215397_x_at	--
A.215398_at	--
A.215399_s_at	OS9
A.215400_x_at	ADCY9
A.215401_at	--
A.215402_at	APPBP2
A.215403_at	--
A.215404_x_at	FGFR1
A.215405_at	--
A.215406_at	--
A.215407_s_at	ASTN2
A.215408_at	--
A.215409_at	AGPAT7
A.215410_at	LOC392713
A.215411_s_at	TRAF3IP2
A.215412_x_at	PMS2L2
A.215413_at	EXOC7
A.215414_at	FARS2
A.215415_s_at	LYST
A.215416_s_at	STOML2
A.215417_at	EXOC6B
A.215418_at	PARVA
A.215419_at	KIAA1086
A.215420_at	IHH
A.215421_at	--
A.215422_at	--
A.215423_at	--
A.215424_s_at	SNW1
A.215425_at	BTG3
A.215426_at	ZCCHC14
A.215427_s_at	ZCCHC14
A.215428_at	--
A.215429_s_at	ZNF428
A.215430_at	GK2
A.215431_at	SNTB1
A.215432_at	ACSM1
A.215433_at	DPY19L1
A.215434_x_at	NBPF1
A.215435_at	--
A.215436_at	HSDL2
A.215437_x_at	BAZ2A
A.215438_x_at	GSPT1
A.215439_x_at	--
A.215440_s_at	BEXL1
A.215441_at	LOC730453
A.215442_s_at	TSHR
A.215443_at	TSHR
A.215444_s_at	TRIM31
A.215445_x_at	--
A.215446_s_at	LOX
A.215447_at	--
A.215448_at	--
A.215449_at	BZRPL1
A.215450_at	--
A.215451_s_at	AFF1
A.215452_x_at	SUMO4
A.215454_x_at	SFTPC
A.215455_at	TIMELESS
A.215456_at	--
A.215457_at	--
A.215458_s_at	SMURF1
A.215459_at	CTNS
A.215460_x_at	BRD1
A.215461_at	ZNRF4
A.215462_at	PLK3
A.215463_at	OR7E24
A.215464_s_at	TAX1BP3
A.215465_at	ABCA12
A.215466_at	--
A.215467_x_at	LOC647070
A.215468_at	LOC647070
A.215469_at	--
A.215470_at	DKFZP686M0199
A.215471_s_at	MAP7
A.215472_at	PACRG
A.215473_at	--
A.215474_at	--
A.215475_at	--
A.215476_at	--
A.215477_at	--
A.215478_at	RIMS2
A.215479_at	--
A.215480_at	KIAA0509
A.215481_s_at	PEX5
A.215482_s_at	EIF2B4
A.215483_at	AKAP9
A.215484_at	--
A.215485_s_at	ICAM1
A.215486_at	PRPS1L1
A.215487_x_at	LOC728882
A.215488_at	--
A.215489_x_at	HOMER3
A.215490_at	C1orf69
A.215491_at	MYCL1
A.215492_x_at	PTCRA
A.215493_x_at	BTN2A1
A.215494_at	--
A.215495_s_at	SAMD4A
A.215496_at	SAMD4A
A.215497_s_at	WDTC1
A.215498_s_at	MAP2K3
A.215499_at	MAP2K3
A.215500_at	LOC92017
A.215501_s_at	DUSP10
A.215502_at	--
A.215503_at	--
A.215504_x_at	--
A.215505_s_at	STRN3
A.215506_s_at	DIRAS3
A.215507_x_at	--
A.215508_at	BUB1
A.215509_s_at	BUB1
A.215510_at	ETV2
A.215511_at	TCF20
A.215512_at	6-Mar
A.215513_at	HYMAI
A.215514_at	--
A.215515_at	--
A.215516_at	LAMB4
A.215517_at	PYGO1
A.215518_at	STXBP5L
A.215519_x_at	RUTBC3
A.215520_at	PYGO1
A.215521_at	PHC3
A.215522_at	SORCS3
A.215523_at	RP1-153G14.3
A.215524_x_at	TRA@
A.215525_at	--
A.215526_at	--
A.215527_at	KHDRBS2
A.215528_at	--
A.215529_x_at	DIP2A
A.215530_at	FANCA
A.215531_s_at	GABRA5
A.215532_x_at	LOC148198
A.215533_s_at	UBE4B
A.215534_at	--
A.215535_s_at	AGPAT1
A.215536_at	HLA-DQB2
A.215537_x_at	DDAH2
A.215538_at	LOC730062
A.215539_at	--
A.215540_at	TRA@
A.215541_s_at	DIAPH1
A.215542_at	--
A.215543_s_at	LARGE
A.215544_s_at	UBOX5
A.215545_at	--
A.215546_at	PSMD5
A.215547_at	TSC22D2
A.215548_s_at	SCFD1
A.215549_x_at	LOC643854
A.215550_at	SRGAP3
A.215551_at	--
A.215552_s_at	ESR1
A.215553_x_at	--
A.215554_at	GPLD1
A.215555_at	--
A.215556_at	--
A.215557_at	--
A.215558_at	UBR2
A.215559_at	ABCC6
A.215560_x_at	MTRF1L
A.215561_s_at	IL1R1
A.215562_at	C1orf34
A.215563_s_at	MSTP9
A.215564_at	AREG
A.215565_at	DTNB
A.215566_x_at	LYPLA2
A.215567_at	FCF1
A.215568_x_at	hCG_2003956
A.215569_at	GTF2IRD2
A.215570_s_at	ZNF780A
A.215571_at	--
A.215572_at	LOC646934
A.215573_at	CAT
A.215574_at	--
A.215575_at	PDE4DIP
A.215576_at	--
A.215577_at	--
A.215578_at	--
A.215579_at	APOBEC3G
A.215580_at	MCM3AP
A.215581_s_at	MCM3AP
A.215582_x_at	MCM3AP
A.215583_at	TMEM63A
A.215584_at	HECW1
A.215585_at	KIAA0174
A.215586_at	--
A.215587_x_at	--
A.215588_x_at	RIOK3
A.215589_at	--
A.215590_x_at	--
A.215591_at	SATB2
A.215592_at	--
A.215593_at	--
A.215594_at	--
A.215595_x_at	--
A.215596_s_at	ZNF294
A.215597_x_at	--
A.215598_at	TTC12
A.215599_at	LOC730390
A.215600_x_at	FBXW12
A.215601_at	--
A.215602_at	FGD2
A.215603_x_at	GGT1
A.215604_x_at	--
A.215605_at	NCOA2
A.215606_s_at	ERC1
A.215607_x_at	--
A.215608_at	--
A.215609_at	--
A.215610_at	LOC728263
A.215611_at	TCF12
A.215612_at	--
A.215613_at	ADAM12
A.215614_at	--
A.215615_x_at	--
A.215616_s_at	JMJD2B
A.215617_at	--
A.215618_at	RSU1
A.215619_at	--
A.215620_at	RREB1
A.215621_s_at	IGHD
A.215622_x_at	PHF7
A.215623_x_at	SMC4
A.215624_at	TSC2
A.215625_at	LOC644450
A.215626_at	--
A.215627_at	--
A.215628_x_at	--
A.215629_s_at	DLEU2
A.215630_at	--
A.215631_s_at	BRMS1
A.215632_at	NEUROG2
A.215633_x_at	LST1
A.215634_at	--
A.215635_at	--
A.215636_at	ZUBR1
A.215637_at	TSGA14
A.215638_at	ERBB3
A.215639_at	SH2D3C
A.215640_at	TBC1D2B
A.215641_at	SEC24D
A.215642_at	--
A.215643_at	--
A.215644_at	ZNF518
A.215645_at	FLCN
A.215646_s_at	VCAN
A.215647_at	RBM26
A.215648_at	--
A.215649_s_at	MVK
A.215650_at	--
A.215651_at	--
A.215652_at	LOC641844
A.215653_at	--
A.215654_at	BCAT2
A.215655_at	GRIK2
A.215656_at	LMAN2
A.215657_at	SLC26A3
A.215658_at	--
A.215659_at	GSDML
A.215660_s_at	MAST2
A.215661_at	MAST2
A.215662_at	--
A.215663_at	MBNL1
A.215664_s_at	EPHA5
A.215665_at	HSD3B2
A.215666_at	HLA-DRB4
A.215667_x_at	LOC441259
A.215668_s_at	PLXNB1
A.215669_at	HLA-DRB4
A.215670_s_at	SCAND2
A.215671_at	PDE4B
A.215672_s_at	KIAA0828
A.215673_at	KIAA1655
A.215674_at	KIAA1659
A.215675_at	TEF
A.215676_at	BRF1
A.215677_s_at	BRF1
A.215678_at	LOC440792
A.215679_at	--
A.215680_at	KIAA1654
A.215681_at	KIAA1654
A.215682_at	LOC440792
A.215683_at	--
A.215684_s_at	ASCC2
A.215685_s_at	DLX2
A.215686_x_at	TFAP2B
A.215687_x_at	PLCB1
A.215688_at	RASGRF1
A.215689_s_at	SHBG
A.215690_x_at	GPAA1
A.215691_x_at	C1orf41
A.215692_s_at	MPPED2
A.215693_x_at	DDX27
A.215694_at	SPATA5L1
A.215695_s_at	GYG2
A.215696_s_at	KIAA0310
A.215697_at	--
A.215698_at	JARID1A
A.215699_x_at	SFI1
A.215700_x_at	CPNE6
A.215701_at	--
A.215702_s_at	CFTR
A.215703_at	CFTR
A.215704_at	FLG
A.215705_at	PPP5C
A.215706_x_at	ZYX
A.215707_s_at	PRNP
A.215708_s_at	PRIM2A
A.215709_at	PRIM2A
A.215710_at	ST3GAL4
A.215711_s_at	WEE1
A.215712_s_at	IGFALS
A.215713_at	--
A.215714_s_at	SMARCA4
A.215715_at	SLC6A2
A.215716_s_at	ATP2B1
A.215717_s_at	FBN2
A.215718_s_at	PHF3
A.215719_x_at	FAS
A.215720_s_at	NFYA
A.215721_at	IGHG1
A.215722_s_at	SNRPA1
A.215723_s_at	PLD1
A.215724_at	PLD1
A.215725_at	DGCR11
A.215726_s_at	CYB5A
A.215727_x_at	--
A.215728_s_at	ACOT7
A.215729_s_at	VGLL1
A.215730_at	VGLL1
A.215731_s_at	MPHOSPH9
A.215732_s_at	DTX2
A.215733_x_at	CTAG2
A.215734_at	C19orf36
A.215735_s_at	TSC2
A.215736_at	--
A.215737_x_at	USF2
A.215738_at	--
A.215739_s_at	TUBGCP3
A.215740_at	--
A.215741_x_at	AKAP8L
A.215742_at	--
A.215743_at	NMT2
A.215744_at	FUS
A.215745_at	--
A.215746_at	--
A.215747_s_at	RCC1
A.215748_at	FLJ33790
A.215749_s_at	GORASP1
A.215750_at	KIAA1659
A.215751_at	RBM26
A.215752_at	SNF1LK2
A.215753_at	--
A.215754_at	SCARB2
A.215755_at	--
A.215756_at	LOC730227
A.215757_at	PRKDC
A.215758_x_at	ZNF93
A.215759_at	ANKRD53
A.215760_s_at	SBNO2
A.215761_at	DMXL2
A.215762_at	--
A.215763_at	--
A.215764_x_at	AP2A2
A.215765_at	LRRC41
A.215766_at	GSTA1
A.215767_at	ZNF804A
A.215768_at	--
A.215769_at	TRA@
A.215770_at	LOC650293
A.215771_x_at	RET
A.215772_x_at	SUCLG2
A.215773_x_at	PARP2
A.215774_s_at	--
A.215775_at	THBS1
A.215776_at	INSRR
A.215777_at	--
A.215778_x_at	HAB1
A.215779_s_at	HIST1H2BG
A.215780_s_at	hCG_1644608
A.215781_s_at	TOP3B
A.215782_at	LOC286526
A.215783_s_at	ALPL
A.215784_at	CD1E
A.215785_s_at	CYFIP2
A.215786_at	--
A.215787_at	ACTA2
A.215788_at	LOC339457
A.215789_s_at	AJAP1
A.215790_at	AJAP1
A.215791_at	--
A.215792_s_at	DNAJC11
A.215793_at	MTMR7
A.215794_x_at	GLUD2
A.215795_at	MYH7B
A.215796_at	--
A.215797_at	TRAV8-3
A.215798_at	ALDH1L1
A.215799_at	--
A.215800_at	DUOX1
A.215801_at	--
A.215802_at	--
A.215803_at	CXorf57
A.215804_at	EPHA1
A.215805_at	--
A.215806_x_at	TARP
A.215807_s_at	PLXNB1
A.215808_at	KLK10
A.215809_at	CYP2D6
A.215810_x_at	D6S1101
A.215811_at	--
A.215812_s_at	LOC653562
A.215813_s_at	PTGS1
A.215814_at	D6S1101
A.215815_at	BUD31
A.215816_at	LOC91316
A.215817_at	HSHUR7SEQ
A.215818_at	NUDT7
A.215819_s_at	RHCE
A.215820_x_at	SNX13
A.215821_x_at	PSG3
A.215822_x_at	MYT1
A.215823_x_at	LOC341315
A.215824_at	NUDT7
A.215825_at	--
A.215826_x_at	BC37295_3
A.215827_x_at	KIAA1922
A.215828_at	--
A.215829_at	SHANK2
A.215830_at	SHANK2
A.215831_at	PRO1621
A.215832_x_at	PICALM
A.215833_s_at	SPPL2B
A.215834_x_at	SCARB1
A.215835_at	SCARB1
A.215836_s_at	PCDHGA1
A.215837_x_at	PRO1621
A.215838_at	LILRA5
A.215839_at	LILRA5
A.215840_at	DNAH2
A.215841_at	GUCA1B
A.215842_s_at	ATP11A
A.215843_s_at	TLL2
A.215844_at	TNPO2
A.215845_x_at	--
A.215846_at	--
A.215847_at	LOC283755
A.215848_at	ZNF291
A.215849_x_at	--
A.215850_s_at	NDUFA5
A.215851_at	EVI1
A.215852_x_at	C20orf117
A.215853_at	--
A.215854_at	--
A.215855_s_at	TMF1
A.215856_at	SIGLEC15
A.215857_at	NCLN
A.215858_at	--
A.215859_at	NCLN
A.215860_at	SYT12
A.215861_at	RP4-724E16.2
A.215862_at	--
A.215863_at	TFR2
A.215864_at	--
A.215865_at	SYT12
A.215866_at	--
A.215867_x_at	CA12
A.215868_x_at	--
A.215869_at	ABCA1
A.215870_s_at	PLA2G5
A.215871_at	PLA2G5
A.215872_at	--
A.215873_x_at	ABCC10
A.215874_at	--
A.215875_at	--
A.215876_at	ABCA1
A.215877_at	C14orf56
A.215878_at	ITGB1
A.215879_at	ITGB1
A.215880_at	NAGLU
A.215881_x_at	LOC652163
A.215882_at	CEP152
A.215883_at	CTNNA1
A.215884_s_at	UBQLN2
A.215885_at	--
A.215886_x_at	USP12
A.215887_at	ZNF277P
A.215888_at	APRIN
A.215889_at	SKIL
A.215890_at	GM2A
A.215891_s_at	GM2A
A.215892_at	ZNF440
A.215893_x_at	--
A.215894_at	PTGDR
A.215895_x_at	ADFP
A.215896_at	--
A.215897_at	MED25
A.215898_at	TTLL5
A.215899_at	--
A.215900_at	--
A.215901_at	ZNF81
A.215902_at	--
A.215903_s_at	MAST2
A.215904_at	MLLT4
A.215905_s_at	WDR57
A.215906_at	--
A.215907_at	--
A.215908_at	--
A.215909_x_at	MINK1
A.215910_s_at	FNDC3A
A.215911_x_at	ATP2B3
A.215912_at	GNAO1
A.215913_s_at	GULP1
A.215914_at	--
A.215915_at	GULP1
A.215916_at	CHRNE
A.215917_at	SNPH
A.215918_s_at	SPTBN1
A.215919_s_at	MRPS11
A.215920_s_at	LOC388237
A.215921_at	LOC388237
A.215922_at	REPS1
A.215923_s_at	PSD4
A.215924_at	--
A.215925_s_at	CD72
A.215926_x_at	SNAPC4
A.215927_at	ARFGEF2
A.215928_at	--
A.215929_at	LOC283079
A.215930_s_at	CTAGE5
A.215931_s_at	ARFGEF2
A.215932_at	LOC645226
A.215933_s_at	HHEX
A.215934_at	--
A.215935_at	FAM75A7
A.215936_s_at	KIAA1033
A.215937_at	PTGDR
A.215938_s_at	PLA2G6
A.215939_at	--
A.215940_at	--
A.215941_at	--
A.215942_s_at	GTSE1
A.215943_at	KIAA1661
A.215944_at	--
A.215945_s_at	TRIM2
A.215946_x_at	CTA-246H3.1
A.215947_s_at	FLJ14668
A.215948_x_at	ZMYM5
A.215949_x_at	IGHM
A.215951_at	TBC1D2B
A.215952_s_at	OAZ1
A.215953_at	DKFZP564C196
A.215954_s_at	C19orf29
A.215955_x_at	ARHGAP26
A.215956_at	--
A.215957_at	UBE2D1
A.215958_at	--
A.215959_at	PPFIBP2
A.215960_at	SLC5A4
A.215961_at	F12
A.215962_at	--
A.215963_x_at	LOC642741
A.215964_at	--
A.215965_at	--
A.215966_x_at	GK3P
A.215967_s_at	LY9
A.215968_at	--
A.215969_at	--
A.215970_at	--
A.215971_at	--
A.215972_at	--
A.215973_at	HCG4P6
A.215974_at	HCG4P6
A.215975_x_at	GK
A.215976_at	--
A.215977_x_at	GK
A.215978_x_at	LOC152719
A.215979_s_at	SLC7A1
A.215980_s_at	IGHMBP2
A.215981_at	--
A.215982_s_at	DOM3Z
A.215983_s_at	UBXD6
A.215984_s_at	ARFRP1
A.215985_at	HCG8
A.215986_at	--
A.215987_at	RAPGEF2
A.215988_s_at	DLG1
A.215989_at	CBX2
A.215990_s_at	BCL6
A.215991_s_at	KIAA0090
A.215992_s_at	RAPGEF2
A.215993_at	--
A.215994_x_at	TBC1D9B
A.215995_x_at	--
A.215996_at	--
A.215997_s_at	CUL4B
A.215998_at	--
A.215999_at	CDRT1
A.216000_at	KIAA0484
A.216001_at	PRAMEF12
A.216002_at	--
A.216003_at	CDRT1
A.216004_s_at	PKNOX1
A.216005_at	TNC
A.216006_at	--
A.216007_at	--
A.216008_s_at	ARIH2
A.216009_at	SLC39A9
A.216010_x_at	FUT3
A.216011_at	SLC39A9
A.216012_at	--
A.216013_at	ZXDB
A.216014_s_at	ZXDA
A.216015_s_at	NLRP3
A.216016_at	NLRP3
A.216017_s_at	NAB2
A.216018_at	RNF5
A.216019_x_at	PHLDB1
A.216020_at	IFIH1
A.216021_s_at	GLRA3
A.216022_at	--
A.216023_at	JMJD2B
